Emotion,sentence,token
불안,여자 친구에게 가서 잘못했다고 비는 게 좋지 않을까.,"['여자', '친구', '에게', '가서', '잘', '못', '했다고', '비는', '게', '좋지', '않을까', '.']"
불안,응. 그렇지만 기다리는 게 참 힘드네.,"['응', '.', '그렇지만', '기다리는', '게', '참', '힘드네', '.']"
불안,아내와 상의해봐야겠어.,"['아내', '와', '상의', '해봐야겠어', '.']"
불안,일단 공부를 시작해보고 적성에 안 맞다고 확신이 서면 원하는 학과에 편입을 준비해야 할 것 같아.,"['일단', '공부', '를', '시작', '해보고', '적성', '에', '안', '맞다고', '확신', '이', '서면', '원하는', '학과', '에', '편입', '을', '준비', '해야', '할', '것', '같아', '.']"
불안,별수 있나? 집에서 충분히 연습해 봐야지.,"['별수', '있나', '?', '집', '에서', '충분히', '연습', '해', '봐야지', '.']"
불안,이러다가 신용불량자가 될까 너무나 걱정이야.,"['이러다가', '신용', '불량', '자', '가', '될까', '너무나', '걱정', '이야', '.']"
불안,요즘 들어 건망증이 부쩍 심해진  것  같고 매사 의욕이 없고 사람들 만나는 것이 힘들어.,"['요즘', '들어', '건망증', '이', '부쩍', '심해진', '것', '같고', '매사', '의욕', '이', '없고', '사람', '들', '만나는', '것', '이', '힘들어', '.']"
불안,돈을 벌어야 하는데 참 상황이 짜증이 나. 어떻게 일을 하고 싶어도 못하는 세상이야 참.,"['돈', '을', '벌어야', '하는데', '참', '상황', '이', '짜증', '이', '나', '.', '어떻게', '일', '을', '하고', '싶어도', '못', '하는', '세상', '이야', '참', '.']"
불안,하루도 빠지지 않고 싸우는 아빠 엄마 때문에 도무지 공부를 할 수 없어서 포기했어.,"['하루', '도', '빠지지', '않고', '싸우는', '아빠', '엄마', '때문', '에', '도무지', '공부', '를', '할', '수', '없어서', '포기', '했어', '.']"
불안,정확해. 노후 준비해둔 게 미래에 큰 효과가 없을까 봐 불안한 거지.,"['정확해', '.', '노후', '준비', '해', '둔', '게', '미래', '에', '큰', '효과', '가', '없을까', '봐', '불안한', '거지', '.']"
불안,노인정에서 나를 오랫동안 봐서 오해하지 않을 사람들에게 이야기를 해볼까 싶어.,"['노', '인정', '에서', '나를', '오랫동안', '봐서', '오해', '하지', '않을', '사람', '들', '에게', '이야기', '를', '해볼까', '싶어', '.']"
불안,돈이 없는데 좋은 곳에서 결혼하고 싶어.,"['돈', '이', '없는데', '좋은', '곳', '에서', '결혼', '하고', '싶어', '.']"
불안,지역 상담 센터를 알아봐야겠어.,"['지역', '상담', '센터', '를', '알아봐야겠어', '.']"
불안,내 친구들은 축구를 좋아하는데 얘기만 하지 축구를 안 해. 다리가 불편한 내가 신경 쓰이나 봐.,"['내', '친구', '들', '은', '축구', '를', '좋아하는데', '얘기', '만', '하지', '축구', '를', '안', '해', '.', '다리', '가', '불편한', '내', '가', '신경', '쓰이나', '봐', '.']"
불안,내일 여자친구하고 어떻게 해야 할지 얘기를 해봐야겠어.,"['내일', '여자친구', '하고', '어떻게', '해야', '할지', '얘기', '를', '해봐야겠어', '.']"
불안,살이 많이 쪄서 그런지 요즘 몸 여기저기가 안 좋아.,"['살이', '많이', '쪄서', '그런지', '요즘', '몸', '여기저기', '가', '안', '좋아', '.']"
불안,다들 걱정이라고 하지. 은행설명회 강연 같은 것도 듣고 하더라고. ,"['다', '들', '걱정', '이라고', '하지', '.', '은행', '설명', '회', '강연', '같은', '것', '도', '듣고', '하더라고', '.']"
불안,응. 나는 꿈이 없어서 무엇을 해야 할지 잘 모르겠어.,"['응', '.', '나', '는', '꿈', '이', '없어서', '무엇', '을', '해야', '할지', '잘', '모르겠어', '.']"
불안,상사의 마음을 알 수가 없어서 힘들어.,"['상사', '의', '마음', '을', '알', '수가', '없어서', '힘들어', '.']"
불안,선생님과 상담하는 게 좋을 것 같아.,"['선생님', '과', '상담', '하는', '게', '좋을', '것', '같아', '.']"
불안,간 수치가 안 좋아서 아내와 술 끊는다고 약속했는데 친구들이랑 술 마신 것을 들켜버렸어.,"['간', '수치', '가', '안', '좋아서', '아내', '와', '술', '끊는다고', '약속', '했는데', '친구', '들', '이랑', '술', '마신', '것', '을', '들켜', '버렸어', '.']"
불안,요즘 애들 무섭잖아. 뭐라고 하면 엇나갈까 봐 야단치지도 못하겠어.,"['요즘', '애', '들', '무섭잖아', '.', '뭐라고', '하면', '엇', '나갈까', '봐', '야단', '치지도', '못', '하겠어', '.']"
불안,무언가 하려고 해도 부모님이 못하게 해서 아무것도 못했어. 너무 무기력한 것 같아.,"['무언가', '하려고', '해도', '부모님', '이', '못', '하게', '해서', '아무', '것', '도', '못', '했어', '.', '너무', '무기', '력', '한', '것', '같아', '.']"
불안,친구네 집에서 잘 수도 없고 통금도 있어. 이렇게 살다 보니 매사에 흥미가 없어졌어.,"['친구', '네', '집', '에서', '잘', '수도', '없고', '통금', '도', '있어', '.', '이렇게', '살다', '보니', '매사', '에', '흥미', '가', '없어졌어', '.']"
불안,오래 가지고 있었던 심장병이 다시 도질 조짐이 보여. 너무 불안해.,"['오래', '가지', '고', '있었던', '심장병', '이', '다시', '도질', '조짐', '이', '보여', '.', '너무', '불안해', '.']"
불안,임시공휴일이 내일인데 퇴근시간인 지금까지 회사에서 공지가 없어.,"['임시', '공휴일', '이', '내일', '인데', '퇴근', '시간', '인', '지금', '까지', '회사', '에서', '공지', '가', '없어', '.']"
불안,하루하루가 고통스럽고 가정생활이 불신으로 가득 차 있어.,"['하루하루', '가', '고통스럽고', '가정', '생활', '이', '불신', '으로', '가득', '차', '있어', '.']"
불안,모아놓은 돈은 점점 떨어지는데 마땅히 무슨 일을 해야 할지 모르겠어.,"['모아놓은', '돈', '은', '점점', '떨어지는데', '마땅히', '무슨', '일', '을', '해야', '할지', '모르겠어', '.']"
불안,하루에도 몇 번이나 감정이 좋았다 나빴다 반복해. 우울하기도 하고 힘들어.,"['하루', '에도', '몇', '번', '이나', '감정', '이', '좋았다', '나빴다', '반복', '해', '.', '우울하기도', '하고', '힘들어', '.']"
불안,부모님이 내 성적에 대해 너무 많은 기대를 하고 있어서 부담스러워.,"['부모님', '이', '내', '성적', '에', '대해', '너무', '많은', '기대', '를', '하고', '있어서', '부담스러워', '.']"
불안,고혈압 때문에 합병증도 오고 건강이 많이 안 좋아졌어.,"['고혈압', '때문', '에', '합병증', '도', '오고', '건강', '이', '많이', '안', '좋아졌어', '.']"
불안,사람은 때에 맞춰 살아야 한다고 생각하거든.,"['사람', '은', '때', '에', '맞춰', '살아야', '한다고', '생각', '하', '거든', '.']"
불안,직장생활 십오 년 차에 이 길이 맞는 건지 많은 생각을 하게 돼. 내가 하고 싶었던 일인지 모르겠어.,"['직장', '생활', '십오', '년', '차', '에', '이', '길이', '맞는', '건지', '많은', '생각', '을', '하게', '돼', '.', '내', '가', '하고', '싶었던', '일인', '지', '모르겠어', '.']"
불안,앞으로 몇십 년은 더 살도록 건강 관리를 시작해야지.,"['앞', '으로', '몇십', '년', '은', '더', '살도록', '건강', '관리', '를', '시작', '해야지', '.']"
불안,선생님이 무섭지만 않으면 좋을 거야.,"['선생님', '이', '무섭지만', '않으면', '좋을', '거야', '.']"
불안,모의고사 성적이 나왔어. 이 성적으론 서울에 있는 대학도 못 갈 거야.,"['모의고사', '성적', '이', '나왔어', '.', '이', '성적', '으론', '서울', '에', '있는', '대학', '도', '못', '갈', '거야', '.']"
불안,아들에게 나도 모르게 하소연을 했어. 살고 싶지 않아 괴롭고 슬퍼.,"['아들', '에게', '나도', '모르게', '하소연', '을', '했어', '.', '살', '고', '싶지', '않아', '괴롭고', '슬퍼', '.']"
불안,부모님과 자리를 만들어 진지한 대화를 나눠봐야겠어.,"['부모님', '과', '자리', '를', '만들어', '진지한', '대화', '를', '나눠', '봐야겠어', '.']"
불안,요즘 기억력이 좋지 않아.,"['요즘', '기억', '력', '이', '좋지', '않아', '.']"
불안,꾸준한 운동과 재활 치료가 필요해. 이제부터 실천해야지.,"['꾸준한', '운동', '과', '재활', '치료', '가', '필요해', '.', '이제', '부터', '실천', '해야지', '.']"
불안,아직도 몇십 년을 더 살아야 한다는 건데 그만한 돈을 저축해두지 못해서 걱정이 돼.,"['아직도', '몇십', '년', '을', '더', '살아야', '한다는', '건데', '그만한', '돈', '을', '저축', '해', '두지', '못', '해서', '걱정', '이', '돼', '.']"
불안,아직은 할 생각이 없는데 계속 말하니까 너무 스트레스 받아.,"['아직', '은', '할', '생각', '이', '없는데', '계속', '말', '하', '니까', '너무', '스트레스', '받아', '.']"
불안,갑자기 중요한 일을 맡게 되었는데 잘 해낼 수 있을지 불안해.,"['갑자기', '중요한', '일', '을', '맡게', '되었는데', '잘', '해낼', '수', '있을지', '불안해', '.']"
불안,이번에 돈 쓸 일이 좀 있는데 자식들에게 말을 못 하겠어.,"['이번', '에', '돈', '쓸', '일이', '좀', '있는데', '자식', '들', '에게', '말', '을', '못', '하겠어', '.']"
불안,가족에게 어서 털어놓고 의사와 병원의 지시에 따라 치료에 전념해야겠어.,"['가족', '에게', '어서', '털어놓고', '의사', '와', '병원', '의', '지시', '에', '따라', '치료', '에', '전념', '해야겠어', '.']"
불안,틀린 걸 바로잡아줘도 들으려고 하지도 않아. 팀장님과 의논 좀 해봐야겠어.,"['틀린', '걸', '바로잡아줘도', '\xa0', '들으려고', '하지도', '않아', '.', '팀', '장님', '과', '의논', '좀', '해봐야겠어', '.']"
불안,아무래도 입양을 하거나 다른 방법을 생각해봐야겠어.,"['아무래도', '입양', '을', '하', '거나', '다른', '방법', '을', '생각', '해봐야겠어', '.']"
불안,고혈압이 있어 걱정이야.,"['고혈압', '이', '있어', '걱정', '이야', '.']"
불안,예전에도 큰 수술을 받은 적이 있어 더 걱정이 되네.,"['예전', '에도', '큰', '수술', '을', '받은', '적', '이', '있어', '더', '걱정', '이', '되네', '.']"
불안,요즘 신입들은 대단한 것 같아. 내가 너무 초라해 보여서 스트레스야.,"['요즘', '신입', '들', '은', '대단한', '것', '같아', '.', '내', '가', '너무', '초라해', '보', '여서', '스트레스', '야', '.']"
불안,어머니를 간호하느라 취미인 꽃꽂이도 못 하고 가게의 운영도 힘들어서 정말 총체적 난국이야.,"['어머니', '를', '간호', '하느라', '취미', '인', '꽃꽂이', '도', '못', '하고', '가게', '의', '운영', '도', '힘들어서', '정말', '총', '체적', '난국', '이야', '.']"
불안,내가 내성적이어서 말을 잘 못 하는데 그것 때문인 것 같아.,"['내', '가', '내', '성적', '이어서', '말', '을', '잘', '못', '하는데', '그것', '때문', '인', '것', '같아', '.']"
불안,오른팔을 다쳐서 할 수 있는 것도 없고 무기력해져.,"['오른', '팔', '을', '다쳐서', '할', '수', '있는', '것', '도', '없고', '무기', '력', '해져', '.']"
불안,독립하자니 불안하고 의존하자니 형편이 못 되는 것 같아.,"['독립', '하자니', '불안하고', '의존', '하자니', '형편', '이', '못', '되는', '것', '같아', '.']"
불안,내가 조사하지 않으면 다른 조원들에게 폐를 끼치게 되는 거라 초조해.,"['내', '가', '조사', '하지', '않으면', '다른', '조원', '들', '에게', '폐', '를', '끼치게', '되는', '거', '라', '초조해', '.']"
불안,엄마께 내가 학교에서 왕따라는 사실을 말씀드리지 못했어. 이 상황 자체가 너무 불만스러워.,"['엄마', '께', '내', '가', '학교', '에서', '왕따', '라는', '사실', '을', '말씀드리지', '못', '했어', '.', '이', '상황', '자체', '가', '너무', '불만', '스러워', '.']"
불안,혹여나 회사에서 해고당할까 봐 불안해.,"['혹', '여', '나', '회사', '에서', '해고', '당할까', '봐', '불안해', '.']"
불안,점점 회사에 다닐수록 내 아이디어는 무시당하는 기분이야. 일에 점점 흥미가 없어져.,"['점점', '회사', '에', '다닐수록', '내', '아이디어', '는', '무시', '당하는', '기분', '이야', '.', '일', '에', '점점', '흥미', '가', '없어져', '.']"
불안,갑자기 남편이 친구들이랑 여행을 간다고 하니 너무 당혹스럽네.,"['갑자기', '남편', '이', '친구', '들', '이랑', '여행', '을', '간다', '고', '하니', '너무', '당혹스럽네', '.']"
불안,나는 지방에 살아서 다른 애들보다 공부를 잘할 수 있는 환경이 아니야.,"['나', '는', '지방', '에', '살아서', '다른', '애', '들', '보다', '공부', '를', '잘', '할', '수', '있는', '환경', '이', '아니야', '.']"
